transaction_id,payment_date,customer_id,price
T0000001044,2024-05-07 17:22:44,IZ######,340000.0
T0000001045,2024-08-28 18:46:16,UJ######,85000.0
T0000001046,2024-11-12 06:38:01,Xe######,840000.0
T0000001047,2024-11-25 09:00:48,fO######,
T0000001048,2025-02-15 06:31:29,Fu######,
T0000001049,2024-09-06 06:43:34,lD######,100000.0
T0000001050,2024-12-29 15:10:07,dm######,170000.0
T0000001051,2024-06-20 04:05:59,gz######,
T0000001052,2024-10-28 18:30:12,oG######,540000.0
T0000001053,2024-10-21 19:06:41,qN######,
T0000001054,2024-04-04 06:24:18,QC######,870000.0
T0000001055,2025-02-07 05:42:22,uj######,1080000.0
T0000001056,2024-04-13 07:21:17,ET######,
T0000001057,2024-10-28 08:22:09,Ej######,
T0000001058,2024-10-05 02:50:15,ZD######,990000.0
T0000001059,2024-03-11 16:13:56,We######,
T0000001060,2024-08-18 02:27:09,uz######,
T0000001061,2024-09-09 06:47:18,An######,
T0000001062,2024-11-30 14:44:18,ei######,
T0000001063,2025-01-19 05:15:26,Rp######,480000.0
T0000001064,2024-08-03 12:06:56,ft######,120000.0
T0000001065,2024-04-08 09:35:40,Eb######,540000.0
T0000001066,2024-11-11 10:47:40,vi######,210000.0
T0000001067,2024-09-12 10:56:17,Ph######,890000.0
T0000001068,2024-04-09 19:33:11,EZ######,200000.0
T0000001069,2025-02-09 03:52:34,aD######,575000.0
T0000001070,2025-02-19 11:41:55,tm######,625000.0
T0000001071,2024-10-12 10:04:00,Fm######,
T0000001072,2024-05-14 22:58:16,AT######,
T0000001073,2024-09-12 11:28:28,Oa######,150000.0
T0000001074,2024-09-02 01:28:36,Op######,1270000.0
T0000001075,2024-05-08 20:42:28,Yo######,2910000.0
T0000001076,2024-12-25 13:21:07,OA######,1515000.0
T0000001077,2024-10-21 19:31:01,Zo######,180000.0
T0000001078,2024-10-05 14:21:58,zF######,
T0000001079,2024-05-06 23:03:57,sF######,1375000.0
T0000001080,2025-02-03 07:56:58,MT######,
T0000001081,2024-03-07 13:02:41,zN######,120000.0
T0000001082,2024-11-09 23:51:34,HA######,720000.0
T0000001083,2024-03-13 17:56:28,dg######,
T0000001084,2024-08-10 17:22:44,pV######,
T0000001085,2024-05-28 11:27:28,sr######,
T0000001086,2024-08-06 10:19:59,mi######,
T0000001087,2024-08-07 02:30:37,Py######,
T0000001088,2024-08-07 15:04:30,nn######,730000.0
T0000001089,2024-04-17 01:41:24,eL######,240000.0
T0000001090,2024-07-16 01:36:02,LV######,
T0000001091,2024-03-21 07:24:47,xy######,85000.0
T0000001092,2024-04-03 00:51:02,fs######,50000.0
T0000001093,2024-05-08 04:45:49,VT######,780000.0
T0000001094,2024-08-22 08:55:33,Fr######,
T0000001095,2024-07-16 08:10:03,pH######,1020000.0
T0000001096,2024-11-23 11:03:31,jJ######,50000.0
T0000001097,2024-09-24 17:27:55,bo######,
T0000001098,2024-04-11 00:49:26,ie######,1500000.0
T0000001099,2024-07-17 12:18:32,jO######,1200000.0
T0000001100,2024-10-27 16:15:32,Do######,490000.0
T0000001101,2024-12-18 11:30:12,wR######,540000.0
T0000001102,2024-10-30 13:07:40,dt######,100000.0
T0000001103,2024-10-02 16:38:21,cy######,720000.0
T0000001104,2024-05-23 22:54:52,Em######,295000.0
T0000001105,2024-04-18 14:22:07,Ie######,390000.0
T0000001106,2024-11-08 21:03:06,Yd######,
T0000001107,2024-09-24 07:18:42,EL######,
T0000001108,2024-10-12 06:31:18,AB######,340000.0
T0000001109,2024-03-28 00:18:31,lh######,630000.0
T0000001110,2024-06-27 21:36:20,lr######,200000.0
T0000001111,2025-02-28 15:27:37,Zf######,
T0000001112,2024-08-19 21:37:10,Ao######,760000.0
T0000001113,2024-03-30 03:44:49,Cn######,255000.0
T0000001114,2025-01-07 21:50:30,qN######,
T0000001115,2024-05-11 16:39:00,EZ######,270000.0
T0000001116,2025-01-08 21:32:33,ij######,425000.0
T0000001117,2024-04-28 14:17:40,Fk######,100000.0
T0000001118,2024-08-12 23:54:19,TQ######,780000.0
T0000001119,2024-07-15 22:10:39,bY######,
T0000001120,2024-05-29 05:17:12,Md######,
T0000001121,2024-11-10 09:06:17,DS######,
T0000001122,2024-10-08 04:37:50,EA######,255000.0
T0000001123,2024-04-30 11:25:26,Eb######,
T0000001124,2025-01-16 17:02:03,ei######,390000.0
T0000001125,2024-04-27 17:21:07,tZ######,630000.0
T0000001126,2024-08-12 15:28:26,lz######,100000.0
T0000001127,2024-06-09 09:50:22,Ao######,210000.0
T0000001128,2024-06-03 01:22:25,mr######,85000.0
T0000001129,2024-12-27 18:23:13,EZ######,3030000.0
T0000001130,2025-03-04 23:04:18,IK######,720000.0
T0000001131,2024-11-30 03:58:55,xf######,480000.0
T0000001132,2024-10-15 09:16:55,Vb######,410000.0
T0000001133,2024-05-23 17:28:24,EH######,340000.0
T0000001134,2024-08-25 15:05:28,sN######,
T0000001135,2025-01-26 08:12:49,Oa######,840000.0
T0000001136,2025-01-17 14:20:00,NK######,420000.0
T0000001137,2024-04-24 09:52:17,iQ######,255000.0
T0000001138,2024-04-26 06:41:52,nK######,1040000.0
T0000001139,2024-04-09 12:22:16,sN######,
T0000001140,2025-01-31 12:40:48,Wm######,540000.0
T0000001141,2024-10-16 14:57:57,Hf######,
T0000001142,2025-01-13 18:58:04,er######,
T0000001143,2025-01-11 14:46:29,bY######,630000.0
T0000001144,2024-09-24 18:39:22,Wl######,120000.0
T0000001145,2025-02-23 19:51:49,OM######,50000.0
T0000001146,2024-11-10 10:26:13,MT######,150000.0
T0000001147,2024-05-31 15:23:10,pP######,
T0000001148,2024-08-03 19:07:57,UH######,360000.0
T0000001149,2024-11-28 10:14:27,Qo######,360000.0
T0000001150,2024-06-10 17:29:55,VG######,
T0000001151,2024-06-05 15:39:47,xQ######,340000.0
T0000001152,2024-09-19 19:11:03,xc######,340000.0
T0000001153,2024-06-06 02:28:17,pH######,
T0000001154,2025-03-05 00:08:03,Wi######,180000.0
T0000001155,2024-10-28 21:00:04,nj######,120000.0
T0000001156,2025-02-15 05:29:23,aa######,150000.0
T0000001157,2024-11-26 18:00:25,Qz######,
T0000001158,2024-09-11 22:30:58,aL######,1080000.0
T0000001159,2024-06-22 20:30:42,Cq######,470000.0
T0000001160,2024-04-05 13:39:16,Me######,630000.0
T0000001161,2024-04-19 19:28:38,vM######,780000.0
T0000001162,2024-04-05 05:01:29,rm######,250000.0
T0000001163,2025-01-21 05:24:26,yk######,150000.0
T0000001164,2024-10-29 01:44:57,ZF######,1200000.0
T0000001165,2024-08-17 15:04:17,jM######,
T0000001166,2024-11-15 01:00:06,jU######,
T0000001167,2024-04-22 21:11:07,yW######,150000.0
T0000001168,2024-07-27 15:41:33,MR######,50000.0
T0000001169,2024-06-05 09:12:49,Ie######,360000.0
T0000001170,2025-02-17 13:43:27,Zx######,
T0000001171,2024-06-01 23:16:04,vd######,
T0000001172,2024-05-18 09:24:00,EL######,720000.0
T0000001173,2025-02-12 20:40:58,ni######,1560000.0
T0000001174,2025-01-18 22:09:06,YZ######,330000.0
T0000001175,2024-08-08 16:53:06,To######,
T0000001176,2024-07-30 18:13:37,Wv######,250000.0
T0000001177,2024-09-26 23:06:21,be######,630000.0
T0000001178,2024-07-06 13:56:30,nn######,
T0000001179,2025-02-04 03:23:18,Me######,1050000.0
T0000001180,2024-06-06 06:48:06,NZ######,210000.0
T0000001181,2024-07-01 19:01:53,Cr######,480000.0
T0000001182,2024-06-01 07:19:15,qw######,
T0000001183,2024-12-01 10:51:39,dc######,
T0000001184,2024-12-16 02:36:27,kY######,210000.0
T0000001185,2024-10-17 21:34:13,AK######,540000.0
T0000001186,2024-12-29 20:49:33,Rj######,435000.0
T0000001187,2025-01-16 20:44:34,bF######,630000.0
T0000001188,2025-02-22 06:29:24,mH######,240000.0
T0000001189,2024-05-29 23:45:03,yw######,1070000.0
T0000001190,2024-11-24 18:31:21,zP######,
T0000001191,2024-09-14 23:21:49,Cj######,290000.0
T0000001192,2024-04-10 16:28:59,oG######,
T0000001193,2024-04-09 12:20:24,BE######,840000.0
T0000001194,2024-10-12 18:49:59,gk######,420000.0
T0000001195,2024-11-09 17:45:36,pG######,340000.0
T0000001196,2024-06-20 02:48:25,pz######,340000.0
T0000001197,2024-05-08 04:45:30,mI######,
T0000001198,2024-06-29 23:04:34,Sm######,340000.0
T0000001199,2024-04-02 05:17:48,nK######,
T0000001200,2024-05-31 01:47:39,Vt######,
T0000001201,2024-04-12 09:19:41,xB######,
T0000001202,2024-07-30 14:09:27,Ed######,
T0000001203,2024-09-10 10:48:26,GE######,350000.0
T0000001204,2025-02-04 23:55:24,Xp######,150000.0
T0000001205,2024-11-15 02:23:00,Vq######,
T0000001206,2024-09-22 00:20:19,Ad######,
T0000001207,2024-09-24 12:10:46,tF######,1010000.0
T0000001208,2024-08-09 03:35:45,KR######,
T0000001209,2024-05-24 19:04:40,bS######,270000.0
T0000001210,2024-11-06 07:57:32,VG######,
T0000001211,2024-07-13 21:45:45,Vt######,900000.0
T0000001212,2024-08-10 16:25:53,Qw######,680000.0
T0000001213,2024-10-05 02:28:48,qn######,
T0000001214,2024-04-23 10:04:56,Mf######,200000.0
T0000001215,2024-11-13 06:31:54,FE######,590000.0
T0000001216,2024-10-12 14:57:11,oG######,1060000.0
T0000001217,2025-01-30 09:06:53,UK######,
T0000001218,2025-01-02 09:27:55,Wi######,840000.0
T0000001219,2024-06-24 08:51:27,ws######,360000.0
T0000001220,2024-04-11 20:34:25,rn######,420000.0
T0000001221,2024-08-01 18:06:01,Ey######,1020000.0
T0000001222,2025-02-27 08:37:53,mh######,630000.0
T0000001223,2024-07-31 00:54:38,Ra######,540000.0
T0000001224,2024-10-24 23:48:31,Yr######,150000.0
T0000001225,2024-06-19 16:27:45,LT######,
T0000001226,2024-09-13 23:07:19,rc######,
T0000001227,2024-07-08 02:56:44,Pj######,
T0000001228,2024-08-07 18:25:25,zd######,180000.0
T0000001229,2024-04-16 17:46:59,qo######,
T0000001230,2024-11-07 05:46:21,Vi######,630000.0
T0000001231,2024-06-24 14:52:07,id######,625000.0
T0000001232,2024-05-14 02:30:30,wR######,480000.0
T0000001233,2025-01-09 07:26:55,Vu######,390000.0
T0000001234,2025-01-13 09:21:43,kT######,480000.0
T0000001235,2024-07-01 09:39:25,fW######,85000.0
T0000001236,2025-02-23 11:23:17,kR######,
T0000001237,2024-08-19 22:44:01,LC######,
T0000001238,2025-01-13 00:56:00,Na######,720000.0
T0000001239,2024-10-11 13:06:20,Dv######,
T0000001240,2025-02-12 03:24:18,rb######,170000.0
T0000001241,2024-04-15 03:45:11,sl######,720000.0
T0000001242,2024-11-15 12:05:15,Ie######,680000.0
T0000001243,2024-08-10 17:04:00,Nq######,
T0000001244,2024-03-30 04:23:45,SB######,1270000.0
T0000001245,2024-11-25 01:19:50,ie######,765000.0
T0000001246,2024-03-12 02:02:59,jz######,
T0000001247,2024-12-21 09:22:58,Zh######,
T0000001248,2024-07-17 04:46:21,Zf######,840000.0
T0000001249,2024-11-18 05:25:51,Pq######,350000.0
T0000001250,2024-08-27 03:39:28,Ny######,50000.0
T0000001251,2025-02-10 10:24:46,oa######,360000.0
T0000001252,2025-01-06 10:10:12,sE######,
T0000001253,2024-12-12 08:42:11,fH######,
T0000001254,2024-09-24 20:15:58,xM######,
T0000001255,2024-06-02 23:58:30,bF######,120000.0
T0000001256,2025-01-03 23:55:52,wU######,
T0000001257,2024-06-13 06:58:21,fs######,1080000.0
T0000001258,2024-07-25 02:58:39,Ey######,100000.0
T0000001259,2024-09-10 23:26:48,TN######,600000.0
T0000001260,2025-01-17 20:21:55,lK######,
T0000001261,2024-07-24 07:14:32,ZF######,
T0000001262,2024-09-18 03:08:24,PJ######,
T0000001263,2024-08-17 17:05:16,zt######,360000.0
T0000001264,2024-09-18 20:25:19,Bt######,710000.0
T0000001265,2024-03-16 08:03:46,ah######,50000.0
T0000001266,2024-12-16 20:14:32,pG######,
T0000001267,2025-03-02 11:44:49,ZI######,
T0000001268,2024-05-15 05:41:30,MT######,
T0000001269,2024-11-25 00:02:52,HN######,50000.0
T0000001270,2025-03-05 19:21:40,NE######,
T0000001271,2024-09-13 04:52:14,EI######,
T0000001272,2025-03-06 09:31:00,My######,200000.0
T0000001273,2024-07-24 23:31:40,EL######,1110000.0
T0000001274,2025-01-30 00:21:03,Ui######,
T0000001275,2024-09-03 18:38:07,zU######,120000.0
T0000001276,2024-05-22 16:42:11,Cj######,
T0000001277,2024-06-25 08:30:01,Sd######,
T0000001278,2024-06-17 17:56:56,LL######,1200000.0
T0000001279,2024-04-18 10:14:11,Cq######,480000.0
T0000001280,2024-04-28 03:13:57,Dl######,410000.0
T0000001281,2024-09-30 18:21:10,ok######,340000.0
T0000001282,2024-11-17 17:32:33,JL######,200000.0
T0000001283,2024-08-26 14:01:31,no######,950000.0
T0000001284,2024-10-31 07:00:12,iQ######,505000.0
T0000001285,2025-02-08 10:30:49,pB######,255000.0
T0000001286,2025-02-26 22:36:56,Kt######,
T0000001287,2024-11-21 23:45:04,ae######,570000.0
T0000001288,2024-09-28 15:25:16,Dv######,
T0000001289,2024-08-27 18:16:27,uz######,480000.0
T0000001290,2024-07-01 20:33:01,jU######,
T0000001291,2024-06-27 20:33:49,Go######,120000.0
T0000001292,2024-03-18 14:47:59,xM######,300000.0
T0000001293,2024-09-14 09:11:38,Wh######,630000.0
T0000001294,2024-12-05 09:56:53,cI######,170000.0
T0000001295,2024-09-30 04:10:00,mh######,360000.0
T0000001296,2024-04-19 04:25:41,lf######,100000.0
T0000001297,2025-02-10 23:53:14,fv######,
T0000001298,2024-08-09 06:14:30,Fq######,890000.0
T0000001299,2024-07-20 06:09:27,AZ######,1450000.0
T0000001300,2024-09-03 01:02:13,fN######,
T0000001301,2024-11-21 21:06:40,PU######,850000.0
T0000001302,2024-09-26 03:06:22,hS######,360000.0
T0000001303,2024-12-10 08:57:39,IJ######,
T0000001304,2024-03-15 07:02:20,Cd######,840000.0
T0000001305,2024-07-31 15:00:25,eG######,120000.0
T0000001306,2025-02-15 08:52:43,BY######,50000.0
T0000001307,2024-12-09 09:44:02,Ym######,480000.0
T0000001308,2025-02-07 14:15:58,sg######,185000.0
T0000001309,2024-09-18 17:01:46,dX######,100000.0
T0000001310,2024-12-28 06:52:32,hS######,
T0000001311,2024-06-14 22:23:43,Oc######,495000.0
T0000001312,2024-10-09 15:50:02,vM######,240000.0
T0000001313,2024-09-29 04:39:14,Mx######,1080000.0
T0000001314,2024-05-21 02:21:47,NK######,630000.0
T0000001315,2024-10-09 00:06:07,zN######,
T0000001316,2024-04-15 08:10:14,ij######,1130000.0
T0000001317,2025-01-23 10:09:01,TY######,240000.0
T0000001318,2024-06-15 05:14:48,wb######,210000.0
T0000001319,2024-03-18 23:54:56,ld######,
T0000001320,2024-08-13 10:08:32,Ec######,
T0000001321,2025-02-15 15:17:08,ul######,85000.0
T0000001322,2024-06-26 15:59:20,FR######,170000.0
T0000001323,2024-12-23 04:02:14,Ct######,
T0000001324,2025-01-01 13:34:23,RD######,
T0000001325,2024-07-12 16:45:32,jo######,170000.0
T0000001326,2024-09-30 20:49:00,Fq######,
T0000001327,2024-12-13 19:00:52,JW######,
T0000001328,2024-04-01 01:03:34,ei######,
T0000001329,2024-09-14 22:45:16,Xj######,960000.0
T0000001330,2024-11-23 00:45:49,Qo######,470000.0
T0000001331,2025-01-20 03:13:30,pG######,120000.0
T0000001332,2024-11-15 21:23:34,LT######,150000.0
T0000001333,2024-10-01 18:16:46,BA######,
T0000001334,2024-06-07 08:31:43,cV######,520000.0
T0000001335,2024-11-10 18:36:18,Zd######,50000.0
T0000001336,2025-02-27 19:40:01,ld######,360000.0
T0000001337,2024-07-23 20:05:11,AO######,
T0000001338,2024-10-11 09:43:30,aC######,
T0000001339,2025-01-13 10:23:23,AR######,200000.0
T0000001340,2024-12-19 11:37:04,lr######,380000.0
T0000001341,2025-02-03 08:50:35,fl######,295000.0
T0000001342,2024-03-07 17:12:43,pP######,
T0000001343,2024-05-27 10:30:38,Tz######,
T0000001344,2024-05-26 01:10:07,gM######,120000.0
T0000001345,2025-03-02 16:10:17,wh######,425000.0
T0000001346,2024-03-29 21:46:31,wp######,
T0000001347,2025-02-23 15:18:31,Ss######,
T0000001348,2024-08-02 07:06:02,cy######,100000.0
T0000001349,2024-08-09 20:16:30,jU######,240000.0
T0000001350,2024-10-10 10:25:39,Ph######,
T0000001351,2024-12-25 23:19:02,kR######,
T0000001352,2024-03-30 15:45:11,wi######,255000.0
T0000001353,2024-12-24 18:34:19,AK######,1060000.0
T0000001354,2024-07-08 03:10:36,VG######,625000.0
T0000001355,2024-08-28 02:54:48,wi######,
T0000001356,2024-10-23 19:57:10,Xh######,445000.0
T0000001357,2025-01-23 10:05:15,xp######,880000.0
T0000001358,2024-11-19 19:17:00,xJ######,
T0000001359,2024-09-05 23:33:34,UH######,1680000.0
T0000001360,2025-01-19 00:26:59,gP######,690000.0
T0000001361,2025-02-19 12:14:54,Jp######,290000.0
T0000001362,2024-06-29 09:19:47,Fw######,535000.0
T0000001363,2024-04-13 18:59:24,PU######,360000.0
T0000001364,2024-12-02 14:03:36,Bj######,170000.0
T0000001365,2024-05-06 00:03:35,Ex######,
T0000001366,2024-12-15 13:12:01,GI######,
T0000001367,2024-05-09 14:04:50,Nx######,
T0000001368,2025-01-01 05:50:19,mU######,
T0000001369,2024-10-18 02:39:15,nS######,50000.0
T0000001370,2024-06-25 14:37:43,UJ######,
T0000001371,2024-11-10 19:53:47,wV######,120000.0
T0000001372,2024-12-17 15:40:01,Wi######,
T0000001373,2024-11-02 06:35:11,rM######,
T0000001374,2024-05-04 20:18:34,HQ######,255000.0
T0000001375,2024-11-29 04:35:42,aQ######,
T0000001376,2024-04-21 08:26:48,KP######,
T0000001377,2024-07-04 12:39:12,VR######,1180000.0
T0000001378,2025-02-23 07:55:14,AB######,480000.0
T0000001379,2025-02-21 13:09:02,Iu######,180000.0
T0000001380,2024-11-21 03:07:19,mI######,
T0000001381,2024-07-08 23:53:42,eF######,445000.0
T0000001382,2025-01-15 23:57:28,nF######,370000.0
T0000001383,2024-05-17 14:36:54,JI######,
T0000001384,2024-03-31 00:02:38,Hu######,210000.0
T0000001385,2024-08-04 18:34:19,xZ######,
T0000001386,2025-01-25 22:40:57,cL######,810000.0
T0000001387,2024-08-12 10:12:33,NB######,355000.0
T0000001388,2024-05-05 18:41:35,zt######,740000.0
T0000001389,2024-04-13 07:06:40,YY######,1250000.0
T0000001390,2024-04-16 02:17:06,Vc######,1590000.0
T0000001391,2024-09-03 01:38:30,LM######,665000.0
T0000001392,2024-12-03 14:38:08,sZ######,120000.0
T0000001393,2024-06-21 23:07:18,LM######,
T0000001394,2024-03-20 01:30:04,Gc######,420000.0
T0000001395,2025-03-04 09:57:59,vH######,180000.0
T0000001396,2024-09-11 05:20:25,zE######,
T0000001397,2024-04-03 09:39:41,XB######,570000.0
T0000001398,2024-07-25 02:51:36,Fw######,
T0000001399,2024-07-30 05:15:20,Za######,420000.0
T0000001400,2024-04-22 01:27:58,km######,85000.0
T0000001401,2024-08-05 05:33:04,Ic######,
T0000001402,2024-03-21 17:59:37,vm######,
T0000001403,2024-06-01 08:04:47,ej######,120000.0
T0000001404,2025-01-23 07:48:32,lf######,180000.0
T0000001405,2024-10-04 01:38:53,zN######,120000.0
T0000001406,2024-08-03 13:41:08,yF######,310000.0
T0000001407,2024-12-13 13:22:53,NM######,335000.0
T0000001408,2024-05-01 21:51:24,Zd######,
T0000001409,2024-03-17 18:46:37,Qc######,170000.0
T0000001410,2024-05-30 22:05:19,no######,455000.0
T0000001411,2024-08-25 03:08:04,Fr######,210000.0
T0000001412,2024-05-12 08:53:08,EH######,1680000.0
T0000001413,2024-04-14 07:53:38,CT######,720000.0
T0000001414,2024-06-29 14:53:49,fF######,120000.0
T0000001415,2024-12-28 13:57:09,Gm######,1170000.0
T0000001416,2024-12-14 02:07:27,mb######,1180000.0
T0000001417,2024-10-02 20:09:59,NF######,1270000.0
T0000001418,2024-11-25 05:06:08,ej######,
T0000001419,2024-09-02 18:12:07,sq######,370000.0
T0000001420,2024-09-06 20:13:33,Kt######,350000.0
T0000001421,2024-12-05 17:52:24,CU######,360000.0
T0000001422,2025-01-10 09:10:13,Fl######,630000.0
T0000001423,2024-06-18 09:01:29,SZ######,420000.0
T0000001424,2024-08-12 10:30:31,mi######,
T0000001425,2024-11-29 16:30:43,bo######,770000.0
T0000001426,2025-02-03 04:57:34,YZ######,540000.0
T0000001427,2024-03-09 11:28:01,Ze######,
T0000001428,2024-12-16 17:33:13,FC######,630000.0
T0000001429,2024-05-25 15:39:19,Wp######,630000.0
T0000001430,2024-10-24 11:37:45,ZL######,
T0000001431,2024-04-05 09:32:21,mn######,
T0000001432,2024-03-31 13:03:16,uh######,540000.0
T0000001433,2024-09-20 19:52:18,Nm######,
T0000001434,2024-06-22 03:28:41,Ty######,50000.0
T0000001435,2024-10-16 08:01:46,Zo######,
T0000001436,2024-03-16 21:35:18,OZ######,820000.0
T0000001437,2025-01-31 19:46:24,Nm######,800000.0
T0000001438,2025-01-30 09:38:57,zX######,150000.0
T0000001439,2024-06-08 05:33:56,EY######,925000.0
T0000001440,2024-08-19 14:43:46,ng######,1845000.0
T0000001441,2024-10-21 21:25:23,Xj######,340000.0
T0000001442,2024-09-17 07:08:35,wh######,
T0000001443,2024-05-28 18:02:31,Cd######,50000.0
T0000001444,2024-12-15 02:25:43,yN######,630000.0
T0000001445,2024-05-29 21:26:02,ov######,420000.0
T0000001446,2024-04-12 22:41:06,em######,480000.0
T0000001447,2024-05-13 22:39:28,DS######,210000.0
T0000001448,2024-04-27 16:55:41,UW######,
T0000001449,2024-07-18 08:08:21,vm######,720000.0
T0000001450,2025-02-23 22:10:38,Ct######,
T0000001451,2024-10-01 09:53:04,rG######,180000.0
T0000001452,2024-11-29 13:58:32,lf######,360000.0
T0000001453,2024-03-26 16:50:04,mb######,
T0000001454,2024-08-11 07:20:40,Ur######,
T0000001455,2024-10-11 16:55:05,Km######,
T0000001456,2024-09-27 15:43:02,Gm######,720000.0
T0000001457,2024-06-13 16:35:19,Wl######,
T0000001458,2024-09-21 23:17:06,sP######,1020000.0
T0000001459,2024-06-16 11:56:50,xN######,
T0000001460,2024-07-30 21:45:23,wq######,360000.0
T0000001461,2024-10-03 04:21:39,eF######,700000.0
T0000001462,2024-05-15 05:55:21,EI######,1380000.0
T0000001463,2024-08-23 20:57:11,Vb######,840000.0
T0000001464,2024-06-02 17:47:11,yI######,100000.0
T0000001465,2025-02-23 05:58:22,Ij######,715000.0
T0000001466,2024-12-30 02:59:37,aH######,
T0000001467,2024-06-16 11:03:49,Mx######,360000.0
T0000001468,2024-11-25 12:11:12,cM######,540000.0
T0000001469,2025-01-26 05:09:13,zE######,475000.0
T0000001470,2024-12-31 20:48:52,Ao######,
T0000001471,2025-02-23 12:20:03,TP######,1510000.0
T0000001472,2024-12-07 00:49:41,Ao######,750000.0
T0000001473,2024-04-29 23:31:01,qY######,120000.0
T0000001474,2024-09-19 13:18:55,kO######,
T0000001475,2024-07-24 01:08:05,ko######,
T0000001476,2024-04-02 21:20:44,Lt######,
T0000001477,2025-02-11 12:57:14,Ce######,600000.0
T0000001478,2024-05-26 11:47:07,aj######,410000.0
T0000001479,2024-10-16 05:54:29,va######,
T0000001480,2024-11-04 22:04:19,er######,270000.0
T0000001481,2024-05-18 08:17:51,uV######,
T0000001482,2024-05-12 00:35:37,jU######,
T0000001483,2025-01-10 07:57:38,je######,
T0000001484,2024-07-10 01:48:06,Of######,
T0000001485,2024-07-21 02:49:28,br######,1240000.0
T0000001486,2024-09-18 23:04:01,Sh######,50000.0
T0000001487,2024-05-20 11:06:00,lD######,675000.0
T0000001488,2025-01-01 05:23:57,Zo######,
T0000001489,2024-07-29 10:30:40,Ze######,
T0000001490,2025-02-14 08:12:02,Qo######,675000.0
T0000001491,2024-05-31 11:46:04,Om######,
T0000001492,2024-06-26 22:21:36,NH######,
T0000001493,2025-01-27 20:33:18,qm######,
T0000001494,2024-08-11 02:14:11,qK######,170000.0
T0000001495,2024-08-05 22:47:41,ED######,100000.0
T0000001496,2024-04-06 04:37:02,QS######,
T0000001497,2024-08-19 12:28:16,nj######,
T0000001498,2024-08-11 15:15:19,sd######,
T0000001499,2024-04-08 08:37:34,FA######,340000.0
T0000001500,2024-11-20 10:16:03,xS######,630000.0
T0000001501,2024-08-08 18:23:10,jm######,460000.0
T0000001502,2024-09-27 10:27:35,JW######,970000.0
T0000001503,2024-07-19 08:44:11,zR######,540000.0
T0000001504,2025-01-22 16:52:56,Qo######,240000.0
T0000001505,2024-11-23 20:55:50,gw######,1440000.0
T0000001506,2024-11-20 19:08:04,DZ######,840000.0
T0000001507,2025-02-02 22:39:59,Xj######,975000.0
T0000001508,2024-11-16 03:46:52,wi######,
T0000001509,2025-02-14 03:31:43,zF######,170000.0
T0000001510,2024-08-23 20:24:23,VX######,420000.0
T0000001511,2024-12-03 06:08:47,OV######,50000.0
T0000001512,2024-12-06 05:13:35,jz######,
T0000001513,2024-08-07 08:45:51,tS######,360000.0
T0000001514,2024-06-20 10:23:45,zt######,720000.0
T0000001515,2024-12-04 07:10:07,mR######,685000.0
T0000001516,2024-10-09 08:34:39,dc######,
T0000001517,2024-12-16 05:13:31,xS######,
T0000001518,2024-06-09 15:12:13,TS######,
T0000001519,2024-06-02 01:44:20,tS######,
T0000001520,2024-12-14 00:20:08,Ss######,
T0000001521,2024-07-22 06:32:33,qR######,1060000.0
T0000001522,2025-03-04 11:38:30,IK######,240000.0
T0000001523,2025-03-03 14:13:19,cm######,200000.0
T0000001524,2024-05-10 20:05:01,sv######,720000.0
T0000001525,2024-12-19 00:02:33,zN######,255000.0
T0000001526,2024-07-15 14:13:17,ft######,420000.0
T0000001527,2024-05-16 14:22:31,Ce######,510000.0
T0000001528,2024-05-14 20:15:10,fF######,
T0000001529,2024-04-27 19:35:50,Cl######,840000.0
T0000001530,2024-03-21 13:35:23,hX######,
T0000001531,2024-05-24 17:41:28,Om######,360000.0
T0000001532,2024-04-26 22:18:02,Ze######,590000.0
T0000001533,2024-05-16 20:26:51,Bj######,
T0000001534,2025-01-23 06:12:41,uv######,
T0000001535,2024-08-18 19:14:54,ZE######,150000.0
T0000001536,2024-12-31 10:28:20,vU######,240000.0
T0000001537,2024-07-07 07:17:17,Mx######,435000.0
T0000001538,2024-06-11 13:00:01,pB######,280000.0
T0000001539,2024-03-16 20:55:49,Cf######,
T0000001540,2024-07-28 02:09:51,dz######,
T0000001541,2024-11-24 13:56:58,Sv######,210000.0
T0000001542,2024-07-05 10:59:26,mg######,
T0000001543,2024-08-10 20:46:35,BK######,1025000.0
T0000001544,2024-04-13 05:33:30,fo######,540000.0
T0000001545,2025-01-08 11:01:58,NZ######,305000.0
T0000001546,2024-08-23 18:53:27,KI######,
T0000001547,2024-03-09 06:58:12,Zk######,
T0000001548,2024-10-26 08:36:39,lV######,85000.0
T0000001549,2024-09-08 12:31:16,Tm######,
T0000001550,2025-03-06 16:55:23,jX######,960000.0
T0000001551,2024-04-19 07:44:15,Yd######,1210000.0
T0000001552,2025-01-31 09:10:48,Ud######,720000.0
T0000001553,2024-05-08 10:37:34,qo######,
T0000001554,2024-04-29 06:25:21,Gw######,170000.0
T0000001555,2024-03-15 22:36:13,kB######,260000.0
T0000001556,2024-09-17 23:43:45,jj######,180000.0
T0000001557,2024-10-04 18:34:33,IZ######,120000.0
T0000001558,2025-01-18 05:12:35,Wa######,420000.0
T0000001559,2024-10-10 21:44:31,ml######,795000.0
T0000001560,2025-01-25 18:03:18,nK######,1080000.0
