detail_id,transaction_id,item_id,quantity,item_name,item_price,price
1191,T0000001997,S003,3,PC-C,120000,360000
1192,T0000000771,S002,1,PC-B,85000,85000
1193,T0000004524,S001,1,PC-A,50000,50000
1194,T0000000433,S005,1,PC-E,210000,210000
1195,T0000005326,S003,3,PC-C,120000,360000
1196,T0000003099,S003,2,PC-C,120000,240000
1197,T0000002729,S002,4,PC-B,85000,340000
1198,T0000003407,S004,4,PC-D,180000,720000
1199,T0000006731,S005,1,PC-E,210000,210000
1200,T0000003140,S004,4,PC-D,180000,720000
1201,T0000000865,S003,3,PC-C,120000,360000
1202,T0000002793,S004,2,PC-D,180000,360000
1203,T0000002911,S001,4,PC-A,50000,200000
1204,T0000002415,S005,4,PC-E,210000,840000
1205,T0000000250,S004,2,PC-D,180000,360000
1206,T0000004951,S001,4,PC-A,50000,200000
1207,T0000003757,S002,2,PC-B,85000,170000
1208,T0000005289,S004,3,PC-D,180000,540000
1209,T0000004656,S005,3,PC-E,210000,630000
1210,T0000005565,S001,3,PC-A,50000,150000
1211,T0000006437,S004,1,PC-D,180000,180000
1212,T0000000918,S002,3,PC-B,85000,255000
1213,T0000001173,S004,4,PC-D,180000,720000
1214,T0000003203,S001,1,PC-A,50000,50000
1215,T0000000432,S004,1,PC-D,180000,180000
1216,T0000006202,S005,1,PC-E,210000,210000
1217,T0000005064,S003,3,PC-C,120000,360000
1218,T0000000835,S001,1,PC-A,50000,50000
1219,T0000002246,S001,3,PC-A,50000,150000
1220,T0000002262,S001,3,PC-A,50000,150000
1221,T0000000897,S001,1,PC-A,50000,50000
1222,T0000003632,S004,1,PC-D,180000,180000
1223,T0000004567,S005,4,PC-E,210000,840000
1224,T0000003815,S002,1,PC-B,85000,85000
1225,T0000000246,S005,3,PC-E,210000,630000
1226,T0000002429,S001,4,PC-A,50000,200000
1227,T0000000990,S004,4,PC-D,180000,720000
1228,T0000003310,S004,3,PC-D,180000,540000
1229,T0000000926,S001,1,PC-A,50000,50000
1230,T0000003438,S004,1,PC-D,180000,180000
1231,T0000005287,S001,2,PC-A,50000,100000
1232,T0000002607,S005,1,PC-E,210000,210000
1233,T0000001074,S003,2,PC-C,120000,240000
1234,T0000005930,S004,4,PC-D,180000,720000
1235,T0000004022,S001,4,PC-A,50000,200000
1236,T0000003799,S001,4,PC-A,50000,200000
1237,T0000004784,S004,2,PC-D,180000,360000
1238,T0000006523,S002,3,PC-B,85000,255000
1239,T0000006617,S001,3,PC-A,50000,150000
1240,T0000003151,S004,4,PC-D,180000,720000
1241,T0000003438,S001,2,PC-A,50000,100000
1242,T0000005580,S002,2,PC-B,85000,170000
1243,T0000005055,S003,4,PC-C,120000,480000
1244,T0000004573,S002,1,PC-B,85000,85000
1245,T0000003491,S005,4,PC-E,210000,840000
1246,T0000000706,S004,2,PC-D,180000,360000
1247,T0000005233,S002,1,PC-B,85000,85000
1248,T0000003064,S003,3,PC-C,120000,360000
1249,T0000000753,S001,1,PC-A,50000,50000
1250,T0000006646,S004,3,PC-D,180000,540000
1251,T0000005755,S002,2,PC-B,85000,170000
1252,T0000000587,S003,4,PC-C,120000,480000
1253,T0000001334,S002,4,PC-B,85000,340000
1254,T0000005588,S005,4,PC-E,210000,840000
1255,T0000001847,S004,4,PC-D,180000,720000
1256,T0000003934,S001,4,PC-A,50000,200000
1257,T0000003926,S003,2,PC-C,120000,240000
1258,T0000003317,S002,2,PC-B,85000,170000
1259,T0000004020,S004,4,PC-D,180000,720000
1260,T0000003155,S002,1,PC-B,85000,85000
1261,T0000004302,S004,4,PC-D,180000,720000
1262,T0000002198,S005,3,PC-E,210000,630000
1263,T0000006671,S002,3,PC-B,85000,255000
1264,T0000000164,S005,3,PC-E,210000,630000
1265,T0000001998,S003,3,PC-C,120000,360000
1266,T0000003057,S005,4,PC-E,210000,840000
1267,T0000002084,S004,3,PC-D,180000,540000
1268,T0000004428,S003,1,PC-C,120000,120000
1269,T0000000402,S002,4,PC-B,85000,340000
1270,T0000000413,S002,3,PC-B,85000,255000
1271,T0000000044,S004,4,PC-D,180000,720000
1272,T0000006349,S001,4,PC-A,50000,200000
1273,T0000004157,S001,4,PC-A,50000,200000
1274,T0000002467,S002,2,PC-B,85000,170000
1275,T0000000867,S004,3,PC-D,180000,540000
1276,T0000005587,S001,2,PC-A,50000,100000
1277,T0000000018,S005,1,PC-E,210000,210000
1278,T0000000364,S002,1,PC-B,85000,85000
1279,T0000003832,S005,2,PC-E,210000,420000
1280,T0000006571,S004,3,PC-D,180000,540000
1281,T0000005236,S005,4,PC-E,210000,840000
1282,T0000000579,S001,1,PC-A,50000,50000
1283,T0000000545,S001,1,PC-A,50000,50000
1284,T0000005825,S003,1,PC-C,120000,120000
1285,T0000006468,S002,3,PC-B,85000,255000
1286,T0000004150,S004,2,PC-D,180000,360000
1287,T0000004873,S002,2,PC-B,85000,170000
1288,T0000003039,S005,3,PC-E,210000,630000
1289,T0000004137,S004,1,PC-D,180000,180000
1290,T0000005416,S004,3,PC-D,180000,540000
1291,T0000004044,S001,3,PC-A,50000,150000
1292,T0000004326,S005,2,PC-E,210000,420000
1293,T0000000452,S001,3,PC-A,50000,150000
1294,T0000003961,S001,3,PC-A,50000,150000
1295,T0000006537,S003,1,PC-C,120000,120000
1296,T0000005641,S001,4,PC-A,50000,200000
1297,T0000001381,S002,1,PC-B,85000,85000
1298,T0000001467,S004,2,PC-D,180000,360000
1299,T0000005247,S001,4,PC-A,50000,200000
1300,T0000002738,S002,1,PC-B,85000,85000
1301,T0000006535,S005,3,PC-E,210000,630000
1302,T0000001216,S004,3,PC-D,180000,540000
1303,T0000006747,S005,4,PC-E,210000,840000
1304,T0000000880,S002,4,PC-B,85000,340000
1305,T0000003814,S005,3,PC-E,210000,630000
1306,T0000003149,S005,2,PC-E,210000,420000
1307,T0000000084,S005,1,PC-E,210000,210000
1308,T0000005149,S001,3,PC-A,50000,150000
1309,T0000004144,S001,1,PC-A,50000,50000
1310,T0000001168,S001,1,PC-A,50000,50000
1311,T0000004164,S004,1,PC-D,180000,180000
1312,T0000003129,S002,1,PC-B,85000,85000
1313,T0000003645,S001,2,PC-A,50000,100000
1314,T0000002526,S005,2,PC-E,210000,420000
1315,T0000002867,S005,2,PC-E,210000,420000
1316,T0000003516,S005,3,PC-E,210000,630000
1317,T0000003367,S005,3,PC-E,210000,630000
1318,T0000005797,S003,3,PC-C,120000,360000
1319,T0000005694,S004,2,PC-D,180000,360000
1320,T0000002194,S002,1,PC-B,85000,85000
1321,T0000003555,S002,2,PC-B,85000,170000
1322,T0000005965,S001,3,PC-A,50000,150000
1323,T0000005111,S003,4,PC-C,120000,480000
1324,T0000006752,S002,3,PC-B,85000,255000
1325,T0000000445,S004,1,PC-D,180000,180000
1326,T0000006364,S005,2,PC-E,210000,420000
1327,T0000003626,S001,4,PC-A,50000,200000
1328,T0000004016,S004,4,PC-D,180000,720000
1329,T0000003875,S002,1,PC-B,85000,85000
1330,T0000005497,S003,2,PC-C,120000,240000
1331,T0000003337,S001,4,PC-A,50000,200000
1332,T0000006238,S002,3,PC-B,85000,255000
1333,T0000000261,S001,1,PC-A,50000,50000
1334,T0000001848,S002,4,PC-B,85000,340000
1335,T0000004992,S005,1,PC-E,210000,210000
1336,T0000005190,S003,2,PC-C,120000,240000
1337,T0000004025,S005,2,PC-E,210000,420000
1338,T0000002266,S002,2,PC-B,85000,170000
1339,T0000005652,S004,3,PC-D,180000,540000
1340,T0000000091,S005,4,PC-E,210000,840000
1341,T0000004222,S004,2,PC-D,180000,360000
1342,T0000004175,S002,3,PC-B,85000,255000
1343,T0000005943,S003,2,PC-C,120000,240000
1344,T0000003309,S004,2,PC-D,180000,360000
1345,T0000000982,S002,4,PC-B,85000,340000
1346,T0000003443,S004,3,PC-D,180000,540000
1347,T0000005011,S005,2,PC-E,210000,420000
1348,T0000002533,S002,3,PC-B,85000,255000
1349,T0000000693,S005,3,PC-E,210000,630000
1350,T0000004120,S001,2,PC-A,50000,100000
1351,T0000000155,S002,2,PC-B,85000,170000
1352,T0000003588,S004,1,PC-D,180000,180000
1353,T0000006775,S001,4,PC-A,50000,200000
1354,T0000001812,S005,2,PC-E,210000,420000
1355,T0000005649,S005,1,PC-E,210000,210000
1356,T0000006062,S004,4,PC-D,180000,720000
1357,T0000005829,S001,2,PC-A,50000,100000
1358,T0000005176,S003,3,PC-C,120000,360000
1359,T0000005724,S004,4,PC-D,180000,720000
1360,T0000004114,S005,3,PC-E,210000,630000
1361,T0000001407,S002,1,PC-B,85000,85000
1362,T0000001216,S001,2,PC-A,50000,100000
1363,T0000006380,S003,1,PC-C,120000,120000
1364,T0000001410,S002,2,PC-B,85000,170000
1365,T0000003497,S001,2,PC-A,50000,100000
1366,T0000004372,S004,3,PC-D,180000,540000
1367,T0000004840,S004,1,PC-D,180000,180000
1368,T0000000551,S001,3,PC-A,50000,150000
1369,T0000003394,S003,3,PC-C,120000,360000
1370,T0000001176,S001,3,PC-A,50000,150000
1371,T0000004734,S002,1,PC-B,85000,85000
1372,T0000004332,S002,2,PC-B,85000,170000
1373,T0000000997,S004,2,PC-D,180000,360000
1374,T0000004076,S001,1,PC-A,50000,50000
1375,T0000006198,S004,2,PC-D,180000,360000
1376,T0000006099,S003,1,PC-C,120000,120000
1377,T0000005555,S002,1,PC-B,85000,85000
1378,T0000002731,S005,2,PC-E,210000,420000
1379,T0000006252,S005,4,PC-E,210000,840000
1380,T0000003937,S001,3,PC-A,50000,150000
1381,T0000004052,S001,1,PC-A,50000,50000
1382,T0000005303,S005,1,PC-E,210000,210000
1383,T0000005487,S001,4,PC-A,50000,200000
1384,T0000006102,S002,1,PC-B,85000,85000
1385,T0000005317,S003,1,PC-C,120000,120000
1386,T0000005490,S003,2,PC-C,120000,240000
1387,T0000000372,S004,2,PC-D,180000,360000
1388,T0000005616,S002,4,PC-B,85000,340000
1389,T0000002248,S001,1,PC-A,50000,50000
1390,T0000000848,S001,3,PC-A,50000,150000
1391,T0000002556,S004,2,PC-D,180000,360000
1392,T0000005441,S004,3,PC-D,180000,540000
1393,T0000002322,S001,3,PC-A,50000,150000
1394,T0000006354,S001,4,PC-A,50000,200000
1395,T0000000503,S002,4,PC-B,85000,340000
1396,T0000003189,S004,1,PC-D,180000,180000
1397,T0000000702,S002,4,PC-B,85000,340000
1398,T0000003625,S001,2,PC-A,50000,100000
1399,T0000006185,S005,1,PC-E,210000,210000
1400,T0000000314,S005,1,PC-E,210000,210000
1401,T0000002376,S001,3,PC-A,50000,150000
1402,T0000001040,S004,3,PC-D,180000,540000
1403,T0000004378,S005,3,PC-E,210000,630000
1404,T0000002990,S004,1,PC-D,180000,180000
1405,T0000000257,S005,4,PC-E,210000,840000
1406,T0000000574,S004,4,PC-D,180000,720000
1407,T0000004669,S005,4,PC-E,210000,840000
1408,T0000006755,S004,1,PC-D,180000,180000
1409,T0000005138,S002,1,PC-B,85000,85000
1410,T0000001552,S004,1,PC-D,180000,180000
1411,T0000004518,S002,1,PC-B,85000,85000
1412,T0000005585,S002,1,PC-B,85000,85000
1413,T0000005492,S001,4,PC-A,50000,200000
1414,T0000000757,S002,1,PC-B,85000,85000
1415,T0000002810,S003,4,PC-C,120000,480000
1416,T0000001104,S002,1,PC-B,85000,85000
1417,T0000005670,S004,4,PC-D,180000,720000
1418,T0000006567,S002,2,PC-B,85000,170000
1419,T0000004524,S004,2,PC-D,180000,360000
1420,T0000003459,S004,4,PC-D,180000,720000
1421,T0000006117,S003,2,PC-C,120000,240000
1422,T0000003992,S002,2,PC-B,85000,170000
1423,T0000000203,S002,4,PC-B,85000,340000
1424,T0000006339,S005,1,PC-E,210000,210000
1425,T0000002775,S005,1,PC-E,210000,210000
1426,T0000002332,S001,4,PC-A,50000,200000
1427,T0000001992,S004,3,PC-D,180000,540000
1428,T0000002243,S003,3,PC-C,120000,360000
1429,T0000000306,S005,2,PC-E,210000,420000
1430,T0000001687,S002,3,PC-B,85000,255000
1431,T0000004109,S001,2,PC-A,50000,100000
1432,T0000001860,S003,1,PC-C,120000,120000
1433,T0000001961,S002,4,PC-B,85000,340000
1434,T0000005176,S002,1,PC-B,85000,85000
1435,T0000000722,S004,4,PC-D,180000,720000
1436,T0000000779,S004,3,PC-D,180000,540000
1437,T0000005329,S005,1,PC-E,210000,210000
1438,T0000000528,S005,1,PC-E,210000,210000
1439,T0000004893,S002,2,PC-B,85000,170000
1440,T0000000343,S002,4,PC-B,85000,340000
1441,T0000003786,S005,3,PC-E,210000,630000
1442,T0000003682,S005,1,PC-E,210000,210000
1443,T0000005398,S002,4,PC-B,85000,340000
1444,T0000000208,S003,3,PC-C,120000,360000
1445,T0000004736,S002,1,PC-B,85000,85000
1446,T0000003406,S003,4,PC-C,120000,480000
1447,T0000001311,S003,2,PC-C,120000,240000
1448,T0000002299,S002,1,PC-B,85000,85000
1449,T0000003336,S001,4,PC-A,50000,200000
1450,T0000006414,S005,3,PC-E,210000,630000
1451,T0000001947,S004,3,PC-D,180000,540000
1452,T0000000919,S002,2,PC-B,85000,170000
1453,T0000005819,S003,1,PC-C,120000,120000
1454,T0000002044,S002,2,PC-B,85000,170000
1455,T0000000418,S005,4,PC-E,210000,840000
1456,T0000001749,S003,3,PC-C,120000,360000
1457,T0000002842,S004,2,PC-D,180000,360000
1458,T0000005484,S004,1,PC-D,180000,180000
1459,T0000001099,S004,4,PC-D,180000,720000
1460,T0000003392,S001,1,PC-A,50000,50000
1461,T0000002772,S003,2,PC-C,120000,240000
1462,T0000002480,S003,3,PC-C,120000,360000
1463,T0000006252,S001,3,PC-A,50000,150000
1464,T0000006784,S003,2,PC-C,120000,240000
1465,T0000001545,S001,1,PC-A,50000,50000
1466,T0000001070,S002,1,PC-B,85000,85000
1467,T0000006522,S005,1,PC-E,210000,210000
1468,T0000001850,S004,1,PC-D,180000,180000
1469,T0000005215,S001,3,PC-A,50000,150000
1470,T0000005053,S001,1,PC-A,50000,50000
1471,T0000004198,S001,2,PC-A,50000,100000
1472,T0000002939,S002,2,PC-B,85000,170000
1473,T0000005265,S001,2,PC-A,50000,100000
1474,T0000001903,S005,2,PC-E,210000,420000
1475,T0000005851,S005,1,PC-E,210000,210000
1476,T0000006673,S004,3,PC-D,180000,540000
1477,T0000000678,S002,4,PC-B,85000,340000
1478,T0000006064,S005,1,PC-E,210000,210000
1479,T0000000988,S003,4,PC-C,120000,480000
1480,T0000005201,S003,3,PC-C,120000,360000
1481,T0000002475,S003,1,PC-C,120000,120000
1482,T0000001607,S001,4,PC-A,50000,200000
1483,T0000002869,S001,3,PC-A,50000,150000
1484,T0000001502,S003,4,PC-C,120000,480000
1485,T0000001789,S004,2,PC-D,180000,360000
1486,T0000005281,S004,2,PC-D,180000,360000
1487,T0000005027,S001,3,PC-A,50000,150000
1488,T0000001425,S003,3,PC-C,120000,360000
1489,T0000005157,S004,4,PC-D,180000,720000
1490,T0000006074,S001,3,PC-A,50000,150000
1491,T0000006654,S003,2,PC-C,120000,240000
1492,T0000002440,S002,2,PC-B,85000,170000
1493,T0000002042,S003,1,PC-C,120000,120000
1494,T0000006637,S003,4,PC-C,120000,480000
1495,T0000001278,S005,3,PC-E,210000,630000
1496,T0000005298,S005,3,PC-E,210000,630000
1497,T0000002594,S002,3,PC-B,85000,255000
1498,T0000004689,S002,4,PC-B,85000,340000
1499,T0000002436,S003,2,PC-C,120000,240000
1500,T0000005517,S004,3,PC-D,180000,540000
1501,T0000003803,S002,3,PC-B,85000,255000
1502,T0000002205,S003,2,PC-C,120000,240000
1503,T0000001027,S001,3,PC-A,50000,150000
1504,T0000006310,S005,1,PC-E,210000,210000
1505,T0000003539,S004,2,PC-D,180000,360000
1506,T0000005055,S003,2,PC-C,120000,240000
1507,T0000006552,S001,2,PC-A,50000,100000
1508,T0000003483,S005,1,PC-E,210000,210000
1509,T0000002241,S001,2,PC-A,50000,100000
1510,T0000006378,S003,4,PC-C,120000,480000
1511,T0000002765,S002,4,PC-B,85000,340000
1512,T0000001173,S005,4,PC-E,210000,840000
1513,T0000003230,S001,2,PC-A,50000,100000
1514,T0000003350,S002,2,PC-B,85000,170000
1515,T0000004911,S004,2,PC-D,180000,360000
1516,T0000000403,S003,1,PC-C,120000,120000
1517,T0000004988,S003,4,PC-C,120000,480000
1518,T0000002725,S005,3,PC-E,210000,630000
1519,T0000003382,S001,3,PC-A,50000,150000
1520,T0000004163,S004,2,PC-D,180000,360000
1521,T0000000087,S005,1,PC-E,210000,210000
1522,T0000006360,S005,2,PC-E,210000,420000
1523,T0000006144,S001,3,PC-A,50000,150000
1524,T0000001158,S004,4,PC-D,180000,720000
1525,T0000005816,S001,3,PC-A,50000,150000
1526,T0000005470,S003,4,PC-C,120000,480000
1527,T0000006283,S002,4,PC-B,85000,340000
1528,T0000006761,S003,1,PC-C,120000,120000
1529,T0000006276,S003,3,PC-C,120000,360000
1530,T0000005739,S005,2,PC-E,210000,420000
1531,T0000004273,S003,1,PC-C,120000,120000
1532,T0000002857,S004,4,PC-D,180000,720000
1533,T0000001381,S003,3,PC-C,120000,360000
1534,T0000006523,S004,2,PC-D,180000,360000
1535,T0000005003,S001,1,PC-A,50000,50000
1536,T0000006593,S005,2,PC-E,210000,420000
1537,T0000004681,S004,3,PC-D,180000,540000
1538,T0000006606,S003,2,PC-C,120000,240000
1539,T0000005085,S005,1,PC-E,210000,210000
1540,T0000005227,S005,2,PC-E,210000,420000
1541,T0000006265,S004,3,PC-D,180000,540000
1542,T0000002064,S004,1,PC-D,180000,180000
1543,T0000005315,S002,4,PC-B,85000,340000
1544,T0000002374,S002,1,PC-B,85000,85000
1545,T0000000317,S005,3,PC-E,210000,630000
1546,T0000001502,S002,2,PC-B,85000,170000
1547,T0000006130,S003,4,PC-C,120000,480000
1548,T0000002042,S001,4,PC-A,50000,200000
1549,T0000004598,S005,2,PC-E,210000,420000
1550,T0000002022,S001,3,PC-A,50000,150000
1551,T0000000118,S002,1,PC-B,85000,85000
1552,T0000000709,S004,3,PC-D,180000,540000
1553,T0000003557,S005,4,PC-E,210000,840000
1554,T0000004140,S002,1,PC-B,85000,85000
1555,T0000004409,S003,1,PC-C,120000,120000
1556,T0000003250,S005,2,PC-E,210000,420000
1557,T0000000417,S005,3,PC-E,210000,630000
1558,T0000002603,S004,1,PC-D,180000,180000
1559,T0000003854,S005,2,PC-E,210000,420000
1560,T0000001101,S004,3,PC-D,180000,540000
1561,T0000004421,S002,4,PC-B,85000,340000
1562,T0000003428,S003,4,PC-C,120000,480000
1563,T0000005535,S003,3,PC-C,120000,360000
1564,T0000006082,S005,1,PC-E,210000,210000
1565,T0000006658,S005,1,PC-E,210000,210000
1566,T0000002261,S002,4,PC-B,85000,340000
1567,T0000004169,S004,4,PC-D,180000,720000
1568,T0000003634,S003,1,PC-C,120000,120000
1569,T0000005698,S004,3,PC-D,180000,540000
1570,T0000000508,S002,4,PC-B,85000,340000
1571,T0000002379,S003,1,PC-C,120000,120000
1572,T0000003164,S003,3,PC-C,120000,360000
1573,T0000000687,S001,2,PC-A,50000,100000
1574,T0000004752,S002,3,PC-B,85000,255000
1575,T0000005638,S002,1,PC-B,85000,85000
1576,T0000001292,S001,3,PC-A,50000,150000
1577,T0000005495,S004,1,PC-D,180000,180000
1578,T0000003905,S001,4,PC-A,50000,200000
1579,T0000003075,S002,2,PC-B,85000,170000
1580,T0000003209,S004,4,PC-D,180000,720000
1581,T0000006743,S003,4,PC-C,120000,480000
1582,T0000005648,S001,1,PC-A,50000,50000
1583,T0000005171,S004,1,PC-D,180000,180000
1584,T0000000324,S004,1,PC-D,180000,180000
1585,T0000005087,S004,1,PC-D,180000,180000
1586,T0000001993,S001,4,PC-A,50000,200000
1587,T0000003976,S003,1,PC-C,120000,120000
1588,T0000004812,S004,1,PC-D,180000,180000
1589,T0000002770,S001,4,PC-A,50000,200000
1590,T0000004372,S002,2,PC-B,85000,170000
1591,T0000002583,S001,2,PC-A,50000,100000
1592,T0000003557,S001,3,PC-A,50000,150000
1593,T0000003587,S001,4,PC-A,50000,200000
1594,T0000000151,S004,1,PC-D,180000,180000
1595,T0000000954,S001,3,PC-A,50000,150000
1596,T0000005602,S002,2,PC-B,85000,170000
1597,T0000004354,S004,2,PC-D,180000,360000
1598,T0000002371,S002,4,PC-B,85000,340000
1599,T0000004964,S005,1,PC-E,210000,210000
1600,T0000001191,S001,1,PC-A,50000,50000
1601,T0000000687,S004,3,PC-D,180000,540000
1602,T0000000309,S004,2,PC-D,180000,360000
1603,T0000001502,S001,3,PC-A,50000,150000
1604,T0000003127,S003,3,PC-C,120000,360000
1605,T0000006763,S003,3,PC-C,120000,360000
1606,T0000004568,S002,1,PC-B,85000,85000
1607,T0000003367,S001,2,PC-A,50000,100000
1608,T0000006604,S001,3,PC-A,50000,150000
1609,T0000003395,S005,2,PC-E,210000,420000
1610,T0000000813,S003,2,PC-C,120000,240000
1611,T0000000845,S003,3,PC-C,120000,360000
1612,T0000001164,S001,3,PC-A,50000,150000
1613,T0000004762,S002,4,PC-B,85000,340000
1614,T0000006405,S001,1,PC-A,50000,50000
1615,T0000005904,S002,2,PC-B,85000,170000
1616,T0000005539,S003,3,PC-C,120000,360000
1617,T0000001767,S005,3,PC-E,210000,630000
1618,T0000005360,S004,2,PC-D,180000,360000
1619,T0000000354,S003,3,PC-C,120000,360000
1620,T0000001872,S002,4,PC-B,85000,340000
1621,T0000002024,S001,2,PC-A,50000,100000
1622,T0000002817,S003,3,PC-C,120000,360000
1623,T0000003832,S005,2,PC-E,210000,420000
1624,T0000004275,S002,3,PC-B,85000,255000
1625,T0000000065,S001,3,PC-A,50000,150000
1626,T0000004915,S004,1,PC-D,180000,180000
1627,T0000005467,S002,2,PC-B,85000,170000
1628,T0000004266,S001,1,PC-A,50000,50000
1629,T0000004090,S004,3,PC-D,180000,540000
1630,T0000002521,S001,2,PC-A,50000,100000
1631,T0000002581,S004,2,PC-D,180000,360000
1632,T0000001390,S004,4,PC-D,180000,720000
1633,T0000001130,S004,4,PC-D,180000,720000
1634,T0000002486,S001,3,PC-A,50000,150000
1635,T0000000834,S004,3,PC-D,180000,540000
1636,T0000000226,S002,3,PC-B,85000,255000
1637,T0000003515,S005,3,PC-E,210000,630000
1638,T0000004537,S005,4,PC-E,210000,840000
1639,T0000002443,S004,2,PC-D,180000,360000
1640,T0000000727,S005,1,PC-E,210000,210000
1641,T0000005700,S005,2,PC-E,210000,420000
1642,T0000006227,S004,2,PC-D,180000,360000
1643,T0000003686,S004,4,PC-D,180000,720000
1644,T0000003622,S002,2,PC-B,85000,170000
1645,T0000001036,S003,2,PC-C,120000,240000
1646,T0000001832,S001,3,PC-A,50000,150000
1647,T0000005944,S004,1,PC-D,180000,180000
1648,T0000002740,S004,2,PC-D,180000,360000
1649,T0000000492,S005,2,PC-E,210000,420000
1650,T0000001548,S002,1,PC-B,85000,85000
1651,T0000001143,S005,3,PC-E,210000,630000
1652,T0000005065,S004,4,PC-D,180000,720000
1653,T0000006496,S004,4,PC-D,180000,720000
1654,T0000006183,S005,2,PC-E,210000,420000
1655,T0000003957,S004,3,PC-D,180000,540000
1656,T0000003407,S003,4,PC-C,120000,480000
1657,T0000000639,S001,4,PC-A,50000,200000
1658,T0000000172,S001,4,PC-A,50000,200000
1659,T0000005666,S001,4,PC-A,50000,200000
1660,T0000004354,S003,4,PC-C,120000,480000
1661,T0000003959,S004,2,PC-D,180000,360000
1662,T0000000516,S005,4,PC-E,210000,840000
1663,T0000000522,S002,2,PC-B,85000,170000
1664,T0000001917,S004,1,PC-D,180000,180000
1665,T0000002886,S003,1,PC-C,120000,120000
1666,T0000002164,S003,3,PC-C,120000,360000
1667,T0000006327,S001,2,PC-A,50000,100000
1668,T0000001929,S004,3,PC-D,180000,540000
1669,T0000003945,S001,1,PC-A,50000,50000
1670,T0000005235,S002,1,PC-B,85000,85000
1671,T0000002209,S001,1,PC-A,50000,50000
1672,T0000003783,S002,1,PC-B,85000,85000
1673,T0000002590,S003,4,PC-C,120000,480000
1674,T0000004934,S001,1,PC-A,50000,50000
1675,T0000004076,S001,4,PC-A,50000,200000
1676,T0000005185,S005,4,PC-E,210000,840000
1677,T0000001093,S003,3,PC-C,120000,360000
1678,T0000003880,S005,4,PC-E,210000,840000
1679,T0000002494,S002,3,PC-B,85000,255000
1680,T0000006559,S002,4,PC-B,85000,340000
1681,T0000002579,S003,4,PC-C,120000,480000
1682,T0000002488,S002,1,PC-B,85000,85000
1683,T0000002785,S003,2,PC-C,120000,240000
1684,T0000006065,S002,4,PC-B,85000,340000
1685,T0000006607,S004,2,PC-D,180000,360000
1686,T0000006539,S001,2,PC-A,50000,100000
1687,T0000002758,S004,2,PC-D,180000,360000
1688,T0000001574,S003,4,PC-C,120000,480000
1689,T0000005676,S003,2,PC-C,120000,240000
1690,T0000006538,S004,4,PC-D,180000,720000
1691,T0000002373,S001,1,PC-A,50000,50000
1692,T0000003990,S001,4,PC-A,50000,200000
1693,T0000005210,S005,3,PC-E,210000,630000
1694,T0000004845,S002,1,PC-B,85000,85000
1695,T0000001093,S005,2,PC-E,210000,420000
1696,T0000001189,S001,2,PC-A,50000,100000
1697,T0000002689,S004,3,PC-D,180000,540000
1698,T0000004095,S002,1,PC-B,85000,85000
1699,T0000006357,S004,3,PC-D,180000,540000
1700,T0000001875,S005,2,PC-E,210000,420000
1701,T0000003406,S003,4,PC-C,120000,480000
1702,T0000001787,S004,2,PC-D,180000,360000
1703,T0000006512,S005,3,PC-E,210000,630000
1704,T0000003932,S005,4,PC-E,210000,840000
1705,T0000001607,S005,4,PC-E,210000,840000
1706,T0000003748,S003,2,PC-C,120000,240000
1707,T0000000048,S003,4,PC-C,120000,480000
1708,T0000005171,S003,1,PC-C,120000,120000
1709,T0000005408,S002,2,PC-B,85000,170000
1710,T0000003861,S003,2,PC-C,120000,240000
1711,T0000005745,S003,1,PC-C,120000,120000
1712,T0000002180,S003,2,PC-C,120000,240000
1713,T0000003046,S004,3,PC-D,180000,540000
1714,T0000002833,S003,3,PC-C,120000,360000
1715,T0000005285,S002,2,PC-B,85000,170000
1716,T0000001397,S005,1,PC-E,210000,210000
1717,T0000006516,S004,4,PC-D,180000,720000
1718,T0000005924,S001,1,PC-A,50000,50000
1719,T0000003826,S003,3,PC-C,120000,360000
1720,T0000004574,S005,2,PC-E,210000,420000
1721,T0000000831,S005,1,PC-E,210000,210000
1722,T0000002697,S004,4,PC-D,180000,720000
1723,T0000005710,S001,4,PC-A,50000,200000
1724,T0000004777,S002,4,PC-B,85000,340000
1725,T0000002735,S005,4,PC-E,210000,840000
1726,T0000005419,S005,1,PC-E,210000,210000
1727,T0000000081,S005,4,PC-E,210000,840000
1728,T0000000086,S005,3,PC-E,210000,630000
1729,T0000006368,S004,4,PC-D,180000,720000
1730,T0000002063,S001,3,PC-A,50000,150000
1731,T0000000821,S005,1,PC-E,210000,210000
1732,T0000000162,S002,3,PC-B,85000,255000
1733,T0000003739,S002,1,PC-B,85000,85000
1734,T0000006657,S003,4,PC-C,120000,480000
1735,T0000002397,S005,2,PC-E,210000,420000
1736,T0000001932,S005,3,PC-E,210000,630000
1737,T0000002728,S005,3,PC-E,210000,630000
1738,T0000003535,S005,2,PC-E,210000,420000
1739,T0000005946,S005,1,PC-E,210000,210000
1740,T0000005956,S002,1,PC-B,85000,85000
1741,T0000003446,S001,4,PC-A,50000,200000
1742,T0000005211,S001,3,PC-A,50000,150000
1743,T0000006324,S003,1,PC-C,120000,120000
1744,T0000002790,S002,4,PC-B,85000,340000
1745,T0000002707,S005,1,PC-E,210000,210000
1746,T0000005978,S001,2,PC-A,50000,100000
1747,T0000003933,S004,2,PC-D,180000,360000
1748,T0000003385,S004,2,PC-D,180000,360000
